id;Удой, кг;ЭКЕ (Энергетическая кормовая единица);Сырой протеин, г;СПО (Сахаро-протеиновое соотношение);Порода;Тип пастбища;порода папы_быка;Жирность,%;Белок,%;Вкус молока;Возраст
211;6723;16,4;1894;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,72;3,074;вкусно;более_2_лет
212;5415;11,9;1711;0,86;Вис Бик Айдиал;Равнинное;Айдиал;3,42;3,073;не вкусно;менее_2_лет
213;5637;12,3;2087;0,86;Вис Бик Айдиал;Холмистое;Айдиал;3,42;3,08;вкусно;более_2_лет
214;6081;13,6;1816;0,93;Вис Бик Айдиал;Равнинное;Соверин;3,72;3,074;не вкусно;более_2_лет
215;5604;13,3;1731;0,88;Вис Бик Айдиал;Равнинное;Соверин;3,62;3,074;не вкусно;более_2_лет
216;5795;12,7;1687;0,86;Вис Бик Айдиал;Холмистое;Айдиал;3,42;3,076;не вкусно;более_2_лет
217;6704;14,2;1800;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,71;3,072;не вкусно;более_2_лет
218;6559;14,7;1796;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,71;3,073;не вкусно;более_2_лет
219;6456;16,5;1687;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,72;3,073;вкусно;более_2_лет
220;6110;15,2;2136;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,71;3,074;вкусно;более_2_лет
221;5322;12,5;1735;0,86;Вис Бик Айдиал;Холмистое;Соверин;3,42;3,075;не вкусно;менее_2_лет
222;6745;15,4;1844;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,71;3,072;не вкусно;более_2_лет
223;5571;12,9;1998;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,62;3,077;вкусно;менее_2_лет
224;6656;16,2;1688;0,93;Вис Бик Айдиал;Равнинное;Айдиал;3,71;3,076;вкусно;более_2_лет
225;5546;13,3;1738;0,89;Вис Бик Айдиал;Равнинное;Айдиал;3,27;3,074;вкусно;менее_2_лет
226;6755;15,9;1816;0,93;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,074;вкусно;более_2_лет
227;7100;16,6;2293;0,95;Вис Бик Айдиал;Холмистое;Айдиал;3,72;3,079;вкусно;более_2_лет
228;5283;12,5;1879;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,27;3,076;вкусно;менее_2_лет
229;6196;14,8;2140;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,076;вкусно;более_2_лет
230;5877;12,5;1926;0,89;Вис Бик Айдиал;Холмистое;Айдиал;3,27;3,078;вкусно;более_2_лет
231;6164;15,2;1930;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,73;3,076;вкусно;более_2_лет
232;5331;12,2;1986;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,27;3,077;вкусно;менее_2_лет
233;6651;16,7;1992;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,074;вкусно;более_2_лет
234;6016;15,7;2003;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,71;3,076;вкусно;более_2_лет
235;7067;15,8;2053;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,73;3,079;вкусно;более_2_лет
236;6470;16,7;2341;0,95;Вис Бик Айдиал;Холмистое;Соверин;3,73;3,081;вкусно;более_2_лет
237;6498;14,4;1739;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,62;3,075;не вкусно;более_2_лет
238;5884;14,6;1761;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,62;3,076;вкусно;более_2_лет
239;6248;14,7;2190;0,94;Вис Бик Айдиал;Равнинное;Соверин;3,72;3,074;не вкусно;более_2_лет
240;5635;12,9;2059;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,62;3,076;вкусно;более_2_лет
241;5568;13,4;1733;0,88;Вис Бик Айдиал;Равнинное;Соверин;3,63;3,069;не вкусно;менее_2_лет
242;6708;15,6;1722;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,73;3,076;вкусно;более_2_лет
243;6122;15,7;2237;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,71;3,077;вкусно;более_2_лет
244;6108;13,7;1682;0,93;Вис Бик Айдиал;Равнинное;Айдиал;3,63;3,076;не вкусно;более_2_лет
245;6572;16,2;1757;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,075;вкусно;более_2_лет
246;6168;15,7;1917;0,95;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,076;вкусно;более_2_лет
247;6482;15,6;2206;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,63;3,073;вкусно;более_2_лет
248;6563;15,6;1985;0,95;Вис Бик Айдиал;Равнинное;Соверин;3,72;3,073;не вкусно;более_2_лет
249;6716;16,3;2258;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,079;не вкусно;более_2_лет
250;6342;15,6;2202;0,95;РефлешнСоверинг;Холмистое;Соверин;3,74;3,079;вкусно;более_2_лет
251;6471;15,3;2100;0,93;РефлешнСоверинг;Равнинное;Айдиал;3,73;3,077;не вкусно;более_2_лет
252;5846;14,3;1756;0,88;РефлешнСоверинг;Равнинное;Соверин;3,63;3,072;не вкусно;более_2_лет
253;5754;13,7;1945;0,89;РефлешнСоверинг;Холмистое;Соверин;3,63;3,078;вкусно;более_2_лет
254;6084;15,1;1872;0,94;РефлешнСоверинг;Холмистое;Соверин;3,72;3,075;вкусно;более_2_лет
255;5645;13,2;1783;0,88;РефлешнСоверинг;Холмистое;Соверин;3,63;3,075;не вкусно;более_2_лет
256;5780;12,7;1672;0,89;РефлешнСоверинг;Холмистое;Соверин;3,27;3,077;вкусно;более_2_лет
257;5287;12,3;1929;0,89;РефлешнСоверинг;Равнинное;Соверин;3,27;3,076;не вкусно;менее_2_лет
258;5952;13,1;1795;0,89;РефлешнСоверинг;Равнинное;Соверин;3,63;3,074;не вкусно;более_2_лет
259;5919;14,5;1673;0,88;РефлешнСоверинг;Равнинное;Соверин;3,63;3,07;не вкусно;более_2_лет
260;6557;15,3;1801;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,7;3,07;не вкусно;более_2_лет
261;6277;14,9;2043;0,94;РефлешнСоверинг;Равнинное;Соверин;3,71;3,073;вкусно;более_2_лет
262;6052;14,8;1750;0,94;РефлешнСоверинг;Холмистое;Соверин;3,72;3,076;вкусно;более_2_лет
263;5358;12,9;1676;0,84;РефлешнСоверинг;Равнинное;Айдиал;3,12;3,072;не вкусно;менее_2_лет
264;6477;16,3;2191;0,95;РефлешнСоверинг;Холмистое;Соверин;3,72;3,078;вкусно;более_2_лет
265;7133;16,3;2311;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,72;3,078;вкусно;более_2_лет
266;6461;14,7;1874;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,63;3,075;вкусно;более_2_лет
267;6169;15,4;1717;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,63;3,074;вкусно;более_2_лет
268;6821;15,3;1736;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,073;вкусно;более_2_лет
269;5380;13,1;1669;0,89;РефлешнСоверинг;Холмистое;Соверин;3,27;3,072;не вкусно;менее_2_лет
270;5506;12,6;1880;0,88;РефлешнСоверинг;Холмистое;Соверин;3,63;3,077;не вкусно;менее_2_лет
271;6597;14,2;2204;0,95;РефлешнСоверинг;Равнинное;Соверин;3,74;3,079;не вкусно;более_2_лет
272;5971;13,4;1775;0,88;РефлешнСоверинг;Равнинное;Айдиал;3,63;3,071;вкусно;более_2_лет
273;5987;15,2;1930;0,89;РефлешнСоверинг;Холмистое;Соверин;3,72;3,075;вкусно;более_2_лет
274;5204;12,3;2021;0,89;РефлешнСоверинг;Холмистое;Соверин;3,27;3,075;вкусно;менее_2_лет
275;6116;15,7;2221;0,95;РефлешнСоверинг;Равнинное;Соверин;3,72;3,075;вкусно;более_2_лет
276;5375;13,7;1712;0,89;РефлешнСоверинг;Равнинное;Соверин;3,27;3,076;вкусно;менее_2_лет
277;5432;14,2;1933;0,89;РефлешнСоверинг;Холмистое;Соверин;3,64;3,077;вкусно;менее_2_лет
278;6112;14,6;1988;0,93;РефлешнСоверинг;Холмистое;Соверин;3,73;3,075;не вкусно;более_2_лет
279;6755;15,9;2142;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,7;3,071;вкусно;более_2_лет
280;6158;16,2;2092;0,95;Вис Бик Айдиал;Равнинное;Соверин;3,73;3,077;не вкусно;более_2_лет
281;6133;15,5;2239;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,081;вкусно;более_2_лет
282;5893;13,6;1978;0,88;РефлешнСоверинг;Равнинное;Соверин;3,64;3,076;не вкусно;более_2_лет
283;6701;16,8;2077;0,95;РефлешнСоверинг;Холмистое;Соверин;3,69;3,072;вкусно;более_2_лет
284;5770;13,9;1732;0,88;Вис Бик Айдиал;Холмистое;Соверин;3,64;3,073;не вкусно;более_2_лет
285;5735;11,8;1712;0,84;РефлешнСоверинг;Холмистое;Соверин;3,13;3,077;вкусно;более_2_лет
286;6967;15,4;2056;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,22;3,074;вкусно;более_2_лет
287;6679;15,7;2267;0,95;Вис Бик Айдиал;Холмистое;Соверин;3,31;3,074;вкусно;более_2_лет
288;6263;14,6;2177;0,93;РефлешнСоверинг;Холмистое;Соверин;3,16;3,079;не вкусно;более_2_лет
289;7014;15,7;1946;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,25;3,077;вкусно;более_2_лет
290;5284;12,4;1694;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,38;3,073;не вкусно;менее_2_лет
291;5939;14,9;1667;0,89;РефлешнСоверинг;Равнинное;Айдиал;3,64;3,072;вкусно;более_2_лет
292;5816;14,7;1715;0,88;РефлешнСоверинг;Холмистое;Соверин;3,64;3,073;не вкусно;более_2_лет
293;6071;14,9;2036;0,94;РефлешнСоверинг;Холмистое;Соверин;3,12;3,079;вкусно;более_2_лет
294;6663;14,9;2317;0,95;РефлешнСоверинг;Холмистое;Соверин;3,72;3,077;вкусно;более_2_лет
295;7197;15,6;2241;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,71;3,075;вкусно;более_2_лет
296;5698;13,5;1709;0,84;Вис Бик Айдиал;Холмистое;Айдиал;3,27;3,074;вкусно;более_2_лет
297;7201;15,8;2077;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,71;3,072;вкусно;более_2_лет
298;6336;14,9;1665;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,64;3,075;не вкусно;более_2_лет
299;6558;14,6;2331;0,95;Вис Бик Айдиал;Равнинное;Айдиал;3,74;3,08;вкусно;более_2_лет
300;6334;14,4;1698;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,64;3,074;не вкусно;более_2_лет
301;6523;15,1;2188;0,94;РефлешнСоверинг;Равнинное;Соверин;3,73;3,075;не вкусно;более_2_лет
302;5896;12,8;1853;0,84;Вис Бик Айдиал;Холмистое;Айдиал;3,18;3,078;не вкусно;более_2_лет
303;6139;15,8;1913;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,078;вкусно;более_2_лет
304;6649;16,7;2207;0,94;РефлешнСоверинг;Холмистое;Соверин;3,72;3,07;вкусно;более_2_лет
305;6381;16,1;1890;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,71;3,073;вкусно;более_2_лет
306;5594;13,8;1849;0,88;РефлешнСоверинг;Равнинное;Соверин;3,64;3,073;вкусно;менее_2_лет
307;6561;16,5;2211;0,95;РефлешнСоверинг;Равнинное;Айдиал;3,71;3,075;вкусно;более_2_лет
308;5936;13,2;1993;0,89;Вис Бик Айдиал;Равнинное;Айдиал;3,64;3,076;вкусно;более_2_лет
309;6373;15,1;2205;0,94;РефлешнСоверинг;Холмистое;Соверин;3,74;3,075;вкусно;более_2_лет
310;6046;14,7;1710;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,64;3,076;не вкусно;более_2_лет
311;5963;14,9;1946;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,64;3,074;вкусно;более_2_лет
312;5695;14,5;2049;0,88;РефлешнСоверинг;Холмистое;Соверин;3,64;3,079;вкусно;более_2_лет
313;6343;15,6;1964;0,94;Вис Бик Айдиал;Равнинное;Соверин;3,72;3,077;вкусно;более_2_лет
314;6358;15,6;1824;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,73;3,071;вкусно;более_2_лет
315;5644;12,3;1714;0,84;Вис Бик Айдиал;Холмистое;Айдиал;3,18;3,077;вкусно;более_2_лет
316;6130;15,2;1861;0,93;Вис Бик Айдиал;Холмистое;Соверин;3,73;3,076;не вкусно;более_2_лет
317;6515;15,2;2221;0,93;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,077;не вкусно;более_2_лет
318;5574;14,7;1834;0,88;Вис Бик Айдиал;Холмистое;Соверин;3,64;3,081;не вкусно;менее_2_лет
319;6741;14,6;1881;0,93;Вис Бик Айдиал;Равнинное;Айдиал;3,74;3,077;не вкусно;более_2_лет
320;6027;15,8;1832;0,95;РефлешнСоверинг;Равнинное;Соверин;3,73;3,076;вкусно;более_2_лет
321;6601;16,5;1772;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,073;вкусно;более_2_лет
322;5723;12,9;1684;0,84;Вис Бик Айдиал;Равнинное;Соверин;3,18;3,073;не вкусно;более_2_лет
323;5215;13,1;1741;0,84;РефлешнСоверинг;Равнинное;Соверин;3,18;3,07;не вкусно;менее_2_лет
324;6567;15,1;1964;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,7;3,071;не вкусно;более_2_лет
325;5592;15,6;1719;0,89;РефлешнСоверинг;Холмистое;Соверин;3,64;3,074;вкусно;менее_2_лет
326;6140;13,9;1699;0,93;Вис Бик Айдиал;Равнинное;Соверин;3,37;3,079;не вкусно;более_2_лет
327;5657;15;1780;0,89;РефлешнСоверинг;Равнинное;Соверин;3,64;3,07;вкусно;более_2_лет
328;6522;16,4;2270;0,95;РефлешнСоверинг;Холмистое;Соверин;3,73;3,077;вкусно;более_2_лет
329;5833;13,1;2077;0,89;Вис Бик Айдиал;Равнинное;Айдиал;3,64;3,076;вкусно;более_2_лет
330;6084;15,6;1949;0,94;РефлешнСоверинг;Холмистое;Соверин;3,72;3,076;вкусно;более_2_лет
331;5989;13,6;1913;0,88;Вис Бик Айдиал;Равнинное;Соверин;3,72;3,074;вкусно;более_2_лет
332;6509;15,2;1814;0,93;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,072;вкусно;более_2_лет
333;5710;13;2224;0,84;Вис Бик Айдиал;Равнинное;Айдиал;3,65;3,077;не вкусно;более_2_лет
334;5642;13,8;1692;0,88;РефлешнСоверинг;Равнинное;Соверин;3,65;3,071;не вкусно;более_2_лет
335;6036;15,6;2084;0,95;РефлешнСоверинг;Холмистое;Соверин;3,73;3,077;вкусно;более_2_лет
336;5636;14,3;1794;0,88;Вис Бик Айдиал;Холмистое;Соверин;3,65;3,075;не вкусно;более_2_лет
337;5513;14,5;1744;0,89;РефлешнСоверинг;Холмистое;Соверин;3,65;3,07;вкусно;менее_2_лет
338;5926;14,4;1819;0,89;Вис Бик Айдиал;Равнинное;Айдиал;3,65;3,077;вкусно;более_2_лет
339;6184;15,1;1764;0,94;РефлешнСоверинг;Холмистое;Соверин;3,74;3,077;вкусно;более_2_лет
340;6498;15,5;1940;0,95;Вис Бик Айдиал;Равнинное;Айдиал;3,74;3,077;вкусно;более_2_лет
341;5497;14,7;1751;0,84;Вис Бик Айдиал;Равнинное;Айдиал;3,18;3,074;не вкусно;менее_2_лет
342;6293;14,7;2136;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,72;3,075;вкусно;более_2_лет
343;6173;15,8;2181;0,95;РефлешнСоверинг;Равнинное;Соверин;3,72;3,074;не вкусно;более_2_лет
344;6728;16,1;1931;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,71;3,077;вкусно;более_2_лет
345;5456;12,1;1788;0,84;РефлешнСоверинг;Холмистое;Соверин;3,33;3,078;вкусно;менее_2_лет
346;6290;15,5;1817;0,94;РефлешнСоверинг;Холмистое;Соверин;3,71;3,073;вкусно;более_2_лет
347;5759;14,7;2133;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,65;3,074;вкусно;более_2_лет
348;5613;14,3;1727;0,89;РефлешнСоверинг;Холмистое;Соверин;3,65;3,07;вкусно;более_2_лет
349;6501;14,4;2040;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,65;3,075;вкусно;более_2_лет
350;6171;15,3;1966;0,94;РефлешнСоверинг;Равнинное;Соверин;3,73;3,076;вкусно;более_2_лет
351;5509;12,5;1853;0,84;Вис Бик Айдиал;Равнинное;Айдиал;3,18;3,078;не вкусно;менее_2_лет
352;6734;16,3;1767;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,074;не вкусно;более_2_лет
353;7031;16,8;2308;0,95;Вис Бик Айдиал;Холмистое;Айдиал;3,73;3,08;вкусно;более_2_лет
354;6455;14,8;1835;0,93;РефлешнСоверинг;Равнинное;Соверин;3,71;3,072;не вкусно;более_2_лет
355;6292;16,2;2050;0,95;РефлешнСоверинг;Равнинное;Соверин;3,73;3,076;не вкусно;более_2_лет
356;5342;11,9;1743;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,18;3,076;вкусно;менее_2_лет
357;5827;13,6;1718;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,34;3,075;вкусно;менее_2_лет
358;6617;15,4;1729;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,71;3,074;не вкусно;более_2_лет
359;5612;12,9;1691;0,89;РефлешнСоверинг;Равнинное;Айдиал;3,34;3,073;вкусно;более_2_лет
360;5529;13,4;1733;0,89;РефлешнСоверинг;Холмистое;Соверин;3,34;3,072;не вкусно;менее_2_лет
361;6133;13,3;1960;0,93;Вис Бик Айдиал;Равнинное;Айдиал;3,65;3,076;вкусно;более_2_лет
362;6048;15,1;1750;0,93;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,079;не вкусно;более_2_лет
363;6122;13,5;2041;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,65;3,075;не вкусно;более_2_лет
364;6560;15,6;1781;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,73;3,075;вкусно;более_2_лет
365;6165;14;1937;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,65;3,078;не вкусно;более_2_лет
366;5456;13,2;1786;0,89;РефлешнСоверинг;Холмистое;Соверин;3,65;3,074;не вкусно;менее_2_лет
367;6453;15,9;1896;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,65;3,08;вкусно;более_2_лет
368;5733;13,5;1986;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,65;3,077;не вкусно;более_2_лет
369;6043;15,1;1714;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,73;3,079;вкусно;более_2_лет
370;6304;16,5;1731;0,94;РефлешнСоверинг;Холмистое;Соверин;3,73;3,076;вкусно;более_2_лет
371;6789;15,7;1773;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,72;3,073;вкусно;более_2_лет
372;6592;15,4;1810;0,93;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,073;не вкусно;более_2_лет
373;6600;15,6;1971;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,076;вкусно;более_2_лет
374;6501;15,5;1712;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,72;3,075;вкусно;более_2_лет
375;6492;13,9;1969;0,94;РефлешнСоверинг;Равнинное;Айдиал;3,74;3,077;вкусно;более_2_лет
376;5997;14,5;1744;0,89;Вис Бик Айдиал;Равнинное;Айдиал;3,65;3,077;не вкусно;более_2_лет
377;6088;14,8;1771;0,93;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,078;не вкусно;более_2_лет
378;5650;11,9;1682;0,84;Вис Бик Айдиал;Равнинное;Соверин;3,22;3,073;не вкусно;более_2_лет
379;6609;16,4;2283;0,94;РефлешнСоверинг;Холмистое;Соверин;3,71;3,076;вкусно;более_2_лет
380;6416;13,7;2211;0,94;РефлешнСоверинг;Равнинное;Соверин;3,72;3,073;вкусно;более_2_лет
381;6018;13,9;1980;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,65;3,075;вкусно;более_2_лет
382;5910;13,2;1662;0,89;РефлешнСоверинг;Холмистое;Соверин;3,34;3,072;вкусно;более_2_лет
383;6060;13,9;1705;0,93;РефлешнСоверинг;Холмистое;Айдиал;3,65;3,072;не вкусно;более_2_лет
384;5268;12,5;1889;0,89;РефлешнСоверинг;Холмистое;Соверин;3,34;3,072;вкусно;менее_2_лет
385;5361;12,9;1947;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,34;3,078;вкусно;менее_2_лет
386;6416;14;2266;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,65;3,077;вкусно;более_2_лет
387;5493;14,1;1785;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,65;3,078;вкусно;менее_2_лет
388;6350;16,4;2126;0,94;Вис Бик Айдиал;Равнинное;Соверин;3,73;3,077;вкусно;более_2_лет
389;6472;16,2;2073;0,93;РефлешнСоверинг;Холмистое;Соверин;3,71;3,072;не вкусно;более_2_лет
390;6331;15,9;1846;0,94;РефлешнСоверинг;Равнинное;Соверин;3,72;3,074;вкусно;более_2_лет
391;5544;12,8;1768;0,88;Вис Бик Айдиал;Равнинное;Соверин;3,59;3,073;не вкусно;менее_2_лет
392;6248;14,6;1750;0,94;РефлешнСоверинг;Холмистое;Айдиал;3,59;3,075;вкусно;более_2_лет
393;6743;15,8;1820;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,71;3,079;не вкусно;более_2_лет
394;6841;15,1;2010;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,72;3,076;вкусно;более_2_лет
395;6351;14,9;2231;0,93;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,078;не вкусно;более_2_лет
396;6320;15;1689;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,73;3,074;вкусно;более_2_лет
397;6015;15;1739;0,93;РефлешнСоверинг;Холмистое;Соверин;3,72;3,077;не вкусно;более_2_лет
398;5207;13,3;1829;0,89;РефлешнСоверинг;Холмистое;Соверин;3,48;3,077;не вкусно;менее_2_лет
399;5257;11,9;1793;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,48;3,075;вкусно;менее_2_лет
400;5561;12,6;1692;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,59;3,079;вкусно;менее_2_лет
401;5887;14,2;1877;0,89;РефлешнСоверинг;Холмистое;Соверин;3,59;3,074;вкусно;более_2_лет
402;5814;14,6;1794;0,89;Вис Бик Айдиал;Холмистое;Соверин;3,59;3,077;вкусно;более_2_лет
403;6153;13,5;2169;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,59;3,078;не вкусно;более_2_лет
404;5262;12,6;1786;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,48;3,081;вкусно;менее_2_лет
405;6638;15,8;2334;0,95;РефлешнСоверинг;Холмистое;Соверин;3,72;3,078;вкусно;более_2_лет
406;6475;15,6;2091;0,94;Вис Бик Айдиал;Равнинное;Соверин;3,72;3,076;не вкусно;более_2_лет
407;6405;16,3;2206;0,94;РефлешнСоверинг;Равнинное;Соверин;3,72;3,075;вкусно;более_2_лет
408;5392;11,9;1827;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,59;3,078;вкусно;менее_2_лет
409;6272;14,1;1989;0,93;Вис Бик Айдиал;Равнинное;Айдиал;3,59;3,077;не вкусно;более_2_лет
410;5950;14,2;2136;0,89;Вис Бик Айдиал;Равнинное;Соверин;3,59;3,075;не вкусно;более_2_лет
411;6466;14,1;2035;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,59;3,077;не вкусно;более_2_лет
412;5805;13,4;1999;0,88;Вис Бик Айдиал;Холмистое;Соверин;3,59;3,076;не вкусно;более_2_лет
413;5510;12,8;1672;0,88;Вис Бик Айдиал;Холмистое;Соверин;3,59;3,076;не вкусно;менее_2_лет
414;6085;14,8;2167;0,95;РефлешнСоверинг;Равнинное;Соверин;3,71;3,073;вкусно;более_2_лет
415;6293;13,5;2249;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,59;3,079;вкусно;более_2_лет
416;6061;14,5;2152;0,94;Вис Бик Айдиал;Холмистое;Соверин;3,72;3,078;вкусно;более_2_лет
417;6479;13,6;2206;0,94;Вис Бик Айдиал;Холмистое;Айдиал;3,61;3,078;вкусно;более_2_лет
418;6449;16,2;1860;0,94;РефлешнСоверинг;Равнинное;Соверин;3,73;3,075;не вкусно;более_2_лет
419;5751;12,4;2081;0,89;РефлешнСоверинг;Равнинное;Айдиал;3,61;3,07;вкусно;более_2_лет
420;6505;14,1;2087;0,93;Вис Бик Айдиал;Холмистое;Айдиал;3,61;3,077;не вкусно;более_2_лет
421;6547;15,5;2069;0,94;Вис Бик Айдиал;Равнинное;Айдиал;3,72;3,076;вкусно;более_2_лет
422;5982;13,8;1722;0,89;РефлешнСоверинг;Холмистое;Айдиал;3,61;3,073;не вкусно;более_2_лет
